locode,name,lat,lon
RUCHA,Chamgu,50.9333,143.6
RUCHB,Chebarkul',54.9667,60.3667
RUCHM,Chemashi,63.0333,65.1833
RUCHU,Chuya,59.2667,112.4333
RUCPC,Cpc Terminal,44.6667,37.65
RUDBK,Dubovka,49.05,44.8167
RUDEE,Yuzhno-Kuril'sk,44.0333,145.85
RUDHA,Derbeshkinskiy,55.8667,53.5
RUDKA,De-Kastri,36.1833,29.6333
RUDKS,Dikson,73.5,80.5
RUDUB,Dubna,56.75,37.1333
RUEKO,Ekonomiya,64.7,40.6333
RUFIP,Vladivostok,43.1333,131.9
RUFPT,Fish Port Terminal,43.1333,131.9
RUGOJ,Nizhniy Novgorod (ex Gorkiy),44.85,12.3
RUGRH,Gremikha,59.4833,10.3667
RUGSA,Gorskaya,60.05,29.9667
RUGVY,Gavrilov-Yam,57.3,39.85
RUHTG,Hatanga,71.9833,102.4667
RUHZO,Orekhovo-Zuevo,55.8167,38.9667
RUIAR,Yaroslavl,55.2667,9.75
RUIDG,Indiga,67.65,49.0167
RUIOY,Ikryanoye,46.0833,47.7333
RUIVO,Ivanovo,57.0167,41.0
RUKAN,Kandalaksha,61.2167,17.15
RUKAS,Kashira,54.8333,38.1667
RUKDT,Kronshtadt,60.0,29.7667
RUKEM,Kem,47.25,11.2667
RUKER,Keret,59.4833,10.3667
RUKGD,Kaliningrad,44.0667,15.2
RUKHO,Kholmsk,47.05,142.05
RUKHV,Khabarovsk,55.2667,9.75
RUKIK,Kirensk,57.7667,108.1
RUKIM,Kimry,56.8833,37.3667
RUKIN,Kineshma,53.05,5.85
RUKIY,Kirovskiy,45.0833,133.5
RUKJA,Krasnojarsk,56.0167,93.0667
RUKLK,Kulakovo,58.1,93.7667
RUKLR,Klinsky Rayon,49.05,4.0
RUKLT,Koltogorskiye,60.6667,77.4667
RUKLY,Kalyazin,57.2333,37.8333
RUKMA,Kostomuksha,64.6833,30.8167
RUKMM,Malaya Kheta,49.05,4.0
RUKMV,Velikaya Kema,49.05,4.0
RUKNL,Konets Lug,57.15,106.9167
RUKNV,Krasnovodsk,40.0167,52.9667
RUKNY,Khvalynsk,52.4833,48.1
RUKOK,Konakovo,56.7,36.7833
RUKOT,Kotel'nyy,76.0,137.9333
RUKPA,Kondopoga,62.2,34.2833
RUKRA,Krasnoyarsk,56.0167,93.0667
RUKRF,Korf,40.7833,29.7333
RUKRI,Krivosheino,57.3333,83.95
RUKRR,Krasnodar,48.6,18.3167
RUKRY,Krasnyy Yar,55.2167,82.8667
RUKSA,Kharasavey,71.1,66.7667
RUKSI,Kasimov,54.9333,41.4
RUKSL,Kislaya Guba,49.05,4.0
RUKSO,Krasnotur'insk,59.7667,60.4667
RUKTY,Khatyrka,62.0667,175.3
RUKUB,Kubekovo,56.15,98.1333
RUKUF,Samara,53.2167,50.1667
RUKUR,Kureysk,58.95,111.3333
RUKVO,Kolpashevo,58.3,82.9333
RUKYB,Krasnyye Barrikady,46.2,47.85
RUKYI,Kolguyev Island,69.0833,49.15
RUKYK,Kireyevskoye,56.0333,84.0833
RUKZH,Kozhevnikovo,56.2667,83.9833
RUKZM,Kozmino Port,42.7167,133.0167
RUKZP,Kavkaz,45.4167,36.7667
RULAZ,Lazarev,59.4833,10.3667
RULBU,Lyubim,58.35,40.6833
RULDY,Lebedyan',53.0,39.15
RULED,Saint Petersburg (ex Leningrad),59.8833,30.25
RULEO,Leonova,57.3333,107.45
RULES,Lesogorsk,49.4333,142.1167
RULEU,Leushinskiye,62.1833,67.1833
RULNK,Lensk,60.7167,114.9333
RULUG,Lugovoye,57.7167,83.8
RULVR,Lavrentiya,65.5833,-171.0
RUMA2,Malino,55.1,38.1667
RUMAS,Miass,54.9833,60.1
RUMCX,Makhachkala,42.9667,47.5
RUMDY,Mamadysh,55.7,51.3833
RUMEG,Medvezhyegorsk,51.6667,0.9
RUMGO,Mago,39.8167,22.0833
RUMKR,Makarovo,57.4833,107.8
RUMOG,Mogochin,57.7,83.5833
RUMON,Molchanovo,57.6,83.8
RUMOW,Moskva,55.75,37.6
RUMSH,Mys Shmidta,68.8833,-179.4333
RUMVO,Moskalvo,60.1667,5.4667
RUNAC,Naberezhnyye Chelny,55.75,52.4167
RUNAR,Narym,58.9167,81.5833
RUNDK,Novodvinsk,64.4167,40.8333
RUNJC,Nizhnevartovsk,60.9333,76.5667
RUNLK,Neftelensk,57.3333,107.0667
RUNMK,Novomoskovsk,54.0833,38.1833
RUNOG,Nogliki,51.8167,143.1
RUNPE,Nizhnyaya Pesha,66.75,47.7667
RUNVS,Novorossiysk,44.7167,37.7667
RUOKA,"Okha, Sakhalin",53.5667,143.0
RUOKZ,Okruzhnoe,50.3167,143.8
RUOLB,Bukhta Ol'ga,54.55,161.1167
RUOLG,"Olenya, Guba",51.15,4.85
RUOLO,Oleniy Ostrov,62.0333,35.3333
RUOLP,Ol'ga,43.7333,135.2833
RUOMK,Olekminsk,60.3667,120.4167
RUONG,Onega,59.4667,17.3833
RUOYA,Olya,45.7833,47.5333
RUOYE,Oktyabrskoye,62.45,66.05
RUOZE,Oranzherei,45.8333,47.5667
RUOZK,Ozerko,69.7167,32.1167
RUOZY,Ozery,54.85,38.55
RUPEK,Petrokrepost,60.1667,5.4667
RUPGE,Peregrebnoye,62.9833,65.0667
RUPGN,Prigorodnoye,46.6167,142.9
RUPHS,Prokhorovskiy,59.5,79.4167
RUPNV,Polnovat,63.7833,65.9
RUPNY,Pionerskiy,54.95,20.2167
RUPOK,Engels,51.5,46.1167
RUPRI,Primorsk (Koivisto),44.2667,14.7667
RUPRN,Poronaisk,-21.3,165.7167
RUPRY,Preobrazheniye,42.9,133.9
RUPSE,Posyet,60.1667,5.4667
RUPTP,Potapova,57.3833,107.5167
RUPVS,"Provideniya, Bukhta",64.3833,-173.3
RUPYO,Poyarkovo,49.6,128.6833
RURDP,Rudnaya Pristan,49.05,4.0
RURND,Rostov-na-Donu,47.2333,39.7167
RUROV,Rostov,60.1667,5.4667
RURUB,Rubnoye,58.1167,94.5167
RURYK,Krasnoturansk,54.3167,91.55
RURZV,Rzhev,56.25,34.3333
RUSAB,Sabetta,71.25,72.0833
RUSAK,Aleksandrovsk-Sakhalinskiy,50.9,142.15
RUSIZ,Siziman,50.7167,140.4167
RUSLH,Salekhard,66.5167,66.6
RUSLK,Solovki,65.4167,35.6833
RUSNG,Solnechnogorsk,56.1833,36.9667
RUSOG,Sovetskaya Gavan,49.05,4.0
RUSPA,"Spafaryeva, O",40.9667,-73.6833
RUSRM,Severomorsk,55.1333,8.5167
RUSSK,Sovetsk,55.0667,21.8833
RUSTR,Streika,58.0833,93.0333
RUSTY,Svetlyy,54.7,20.5
RUSVE,Svetlaya,49.05,4.0
RUSZZ,Sestroretsk,60.1,29.95
RUTAM,Taman',45.2167,36.7167
RUTAU,Tauisk,59.05,5.9
RUTAY,Tayura,57.0,106.65
RUTAZ,Tazovskiy,67.4667,78.7333
RUTDO,Trudfront,45.9167,47.6667
RUTOI,Tol'yatti,53.4667,49.5
RUTRR,Trifonov Ruchey,59.4667,17.3833
RUTTI,Tolyatti,53.4667,49.5
RUTVK,Timashevsk,45.6167,38.9333
RUUCH,Ust Chaun,68.8,170.5
RUUEL,Uelen,66.1667,-169.8167
RUUGC,Uglich,57.5167,38.3167
RUUKK,Ust-Kamchatsk,50.2167,162.65
RUULU,Ust'-Luga,59.6667,28.3167
RUUMB,Umba,-17.4833,140.8333
RUURA,Ura-Guba,69.2833,32.8
RUVAR,Varandey,68.7833,57.9833
RUVAY,Vaygach,70.4167,58.75
RUVIT,Vitino,67.0833,32.3333
RUVKR,Vankarem,67.8333,-175.8667
RUVLG,Volga,57.95,38.4
RUVMS,Vostokmorservice,43.0833,131.8667
RUVOG,Volgograd,48.8,44.5833
RUVTM,Vitim,59.4167,112.5667
RUVTZ,Vityaz,42.6,131.1667
RUVVO,Vladivostok,43.1333,131.9
RUVYE,Vertikoye,59.3833,79.6833
RUVYK,Vyksa,55.3167,42.1667
RUVYP,Vostochnyy Port,42.7667,133.05
RUVYS,Vysotsk,60.6333,28.5667
RUVZH,Volzhsk,55.8333,48.25
RUXC2,Kotel'niki,55.6333,37.85
RUYAB,Yagelnaya Bukhta,49.05,4.0
RUYAM,Yamburg,68.2833,77.15
RUYTS,Yartsevo,55.0667,32.6667
RUZAO,"Zavyalova, O",40.65,29.2667
RUZAR,Zarubino,42.6167,131.0833
RUZCA,Balozhi,58.3667,31.8833
RUZDK,Zelenodol'sk,55.8333,48.5167
RUZEM,Zeleniy Mys,51.0667,4.0333
RWNSA,Nyagatare,-1.2833,30.3167
RWRW4,Rwamagana,1.95,30.4333
SAALK,Al Khobar,26.2833,50.2
SAAMU,Al Muajjiz,23.4667,38.3833
SAAQK,Al Khobar,26.2833,50.2
SABUR,Buraydah,26.3167,43.9667
SADHU,Port of NEOM,27.5667,34.55
SADMM,Ad Dammam,26.5,50.2
SAGIZ,Jizan,16.9,42.5
SAJBI,Al Jubayl Industrial City,27.0833,49.7
SAJEC,Jazan Economic City,17.2833,42.3333
SAJED,Jeddah,21.4667,39.1667
SAJUB,Jubail,27.0167,49.6667
SAJUT,Juaymah Terminal,26.9167,50.0167
SAJYC,Jeddah Yachts Club Port,21.65,39.1
SAKAC,King Abdullah City,22.4,39.0833
SAKHU,Al Khuraibah,28.05,35.1667
SALIT,Lith,51.8,5.4667
SANEO,Neom,27.5667,35.55
SAQAH,Al Qahmah,18.0167,41.6667
SAQUN,Al Qunfudah,19.1167,41.0667
SAQUR,Qurayyah,49.05,4.0
SARAB,Rabigh,44.75,14.75
SARAZ,Ras Al-Khair,27.55,49.2
SARTA,Ras Tanura,26.6333,50.15
SASHU,Shuaibah,20.6833,39.5167
SAVLA,Umm Lajj,25.0167,37.2667
SAYBI,Yanbu Industrial City,23.9333,38.25
SAYNB,Yanbu commercial city,24.0667,38.05
SAZUY,Zulayfayn,49.05,4.0
SBAKS,"Auki, Malaita Is",61.2167,17.15
SBAOB,Aola Bay,49.05,4.0
SBCHY,Choiseul Bay,-6.7,156.4333
SBGZO,Gizo,-8.1,156.85
SBIRA,"Kirakira, San Cristobal Is",9.35,-79.9
SBLAT,Lata,-10.7167,165.8
SBLEV,Lever Harbour,-8.0167,157.6
SBNEM,Nemba,-10.7667,165.7
SBRIN,"Ringgi Cove, Kolombangara",-8.1167,157.1167
SBSCZ,Santa Cruz Is,-50.0167,-68.4167
SBSHH,Shortland Harbour,-7.0833,155.8667
SBTLG,"Tulagi, Ngella",51.2167,5.8
SBXYA,"Yandina, Russell Island",-9.1167,159.2167
SCMAW,Mahe,11.7,75.5333
SCPOV,Port Victoria,48.4333,-123.35
SCVIC,Victoria,-4.6167,55.45
SDMBH,Marsa Bashayer,19.3833,37.3
SEAAR,Ar,24.5833,53.3167
SEADG,Arildslage,43.2167,-9.0
SEAGB,Agnesberg,57.7833,11.9833
SEAGE,Ange,62.5167,15.6167
SEAGN,Alvangen,57.95,12.1167
SEAHU,Ahus,55.9167,14.2833
SEALA,Ala,61.2167,17.15
SEALF,Alfredshem,50.05,7.1167
SEALN,Alvenas,59.3833,13.1833
SEAMA,Amal,59.05,12.7
SEANN,Ann,63.3167,12.5333
SEARA,Arboga,59.3833,15.85
SEARV,Arvika,63.6833,8.8
SEASU,Arkosund,55.25,9.7167
SEBAA,Balsta,59.5833,17.5
SEBAC,Backviken,58.2667,-6.3167
SEBBH,Barsebackshamn,55.75,12.9
SEBDQ,Boda,55.9167,-5.1333
SEBEA,Bergkvara,56.3833,16.0833
SEBER,Bergs oljehamn,59.3167,18.1667
SEBGA,Berga Orlogsskolor,59.0833,18.15
SEBJR,Bjarred,55.7167,13.0167
SEBLA,Blankaholm,58.9,-2.9
SEBLD,Bovallstrand,57.8833,19.0167
SEBOG,Borensberg,59.4833,10.3667
SEBOH,Bohus,57.85,12.0
SEBOL,Bollstabruk,63.0,17.6833
SEBOM,Borgholm,58.9,-2.9
SEBRE,Bredviken,59.4833,10.3667
SEBRO,Brofjorden,58.35,11.3833
SEBRU,Brunflo,63.0833,14.8167
SEBUR,Burea,59.4833,10.3667
SEBVK,Braviken,58.6333,16.5333
SEDJN,Djuron,58.6333,16.35
SEDJP,Djupvik,69.75,20.5
SEDLA,Dalaro,55.2667,9.75
SEDON,Donso,59.4667,17.3833
SEDRT,Drottningholm,59.3167,17.8833
SEELL,Elleholm,56.1667,14.75
SEELO,Ellos,58.1833,11.4667
SEENK,Enkoping,59.6667,17.1
SEESS,Essvik,62.3,17.3833
SEFAG,Falkenberg,56.8833,12.5
SEFAR,Farjestaden,56.65,16.45
SEFBK,Fiskebackskil,58.2667,-6.3167
SEFIG,Figeholm,58.9,-2.9
SEFIS,Fiskeback,58.2667,-6.3167
SEFJA,Fjallbacka,58.2667,-6.3167
SEFKG,Falkoping,-7.3,144.1833
SEFLI,Flivik,57.55,16.5833
SEFOR,Forsmark,60.3667,18.15
SEFSD,Farosund,55.25,9.7167
SEGAM,Gamleby,57.9,16.4
SEGKS,Gustavsvik/Stockholm,59.3167,18.3
SEGKV,Grankullavik,57.3333,17.1
SEGLM,Glommen,56.9333,12.35
SEGNR,Grono,60.5167,17.7333
SEGOA,Gota,58.1167,12.1333
SEGOR,Gorsingeholm,59.35,17.05
SEGOT,Goteborg,57.7167,11.9667
SEGRE,Grebbestad,51.5,5.4
SEGRH,Grisslehamn,60.1,18.8333
SEGRU,Gruvon,59.3333,13.1167
SEGUS,Gustavsvik,62.8333,17.8833
SEGVX,Gavle,60.6667,17.1667
SEHAA,Haparanda,50.35,-4.7167
SEHAC,Hackas,62.9167,14.5167
SEHAD,Halmstad,56.6667,12.85
SEHAH,Haraholmen,65.2333,21.65
SEHAK,Hallstavik,60.05,18.6
SEHAN,Hargshamn,60.1667,18.4667
SEHAS,Hallstanas,36.1333,-88.1667
SEHBG,Hamburgsund,53.5167,9.9333
SEHBV,Hasselbyverket/Stockholm,59.35,17.4833
SEHEL,Helsingborg,54.6,18.8
SEHLD,Holmsund,58.9,-2.9
SEHLS,Hallekis,50.7333,4.2333
SEHMR,Hammar,58.8167,14.95
SEHND,Harnosand,62.6333,17.9333
SEHNF,Hornefors,63.6333,19.9
SEHOG,Hoganas,56.2,12.55
SEHON,Honsater,58.6333,13.4167
SEHST,Heestrand,58.5167,11.2833
SEHUN,Hunnebostrand,60.1667,5.4667
SEHUS,Husum,63.3333,19.1667
SEHUV,Hudiksvall,61.7333,17.1
SEIGG,Iggesund,61.6333,17.0667
SEJAR,Jarfalla,59.4,17.8667
SEJAT,Jatterson,51.5,5.5
SEJKG,Jonkoping,-7.3,144.1833
SEJNA,Jorlanda,57.9833,11.8167
SEJOH,Johannedal,63.3167,12.5333
SEKAA,Karlskrona,56.1667,15.5833
SEKAF,Stra,57.8833,19.0167
SEKAG,Kage,63.7167,8.5667
SEKAL,Kalmarsand,59.55,17.55
SEKAN,Karlshamn,56.1667,14.85
SEKAS,Karskar,60.6833,17.2667
SEKAT,Katthammarsvik,51.6833,7.8
SEKBK,Karlholmsbruk,60.5167,17.6167
SEKGG,Kagghamra,59.0833,17.7833
SEKGM,Klagshamn,55.5333,12.9167
SEKGR,Kungsor,59.4333,16.1
SEKHN,Kristinehamn,59.3333,14.1167
SEKID,Kristianstad,58.1333,7.9833
SEKKS,Kyrkesund,58.0167,11.5167
SEKLA,Klavrestrom,57.1333,15.1333
SEKLD,Kladesholmen,57.95,11.5333
SEKLI,Klintehamn,57.4,18.2
SEKLR,Kalmar,56.6667,16.3667
SEKMH,Kopmanholmen,63.1667,18.5667
SEKOG,Koping,59.5167,15.9833
SEKPH,Kappelshamn,57.85,18.7833
SEKPS,Kapellskar,59.7167,19.0667
SEKRF,Kramfors,62.9333,17.7833
SEKRH,Karehamn,56.95,16.9
SEKSD,Karlstad,59.3667,13.5
SEKUA,Kungsbacka,57.4833,12.0833
SEKUN,Kungshamn,58.35,11.25
SEKVA,Kvarnholmen,58.9,-2.9
SEKVH,Kopparverkshamnen,50.35,-4.7167
SEKVK,Kalvik,59.0667,11.1833
SEKXV,Karlsborg Axelvik,65.8,23.2833
SELAA,Landskrona,55.8667,12.8333
SELAV,Landvetter,57.6833,12.2
SELDK,Lidkoping,58.5,13.5
SELDO,Lodose,58.0333,12.1333
SELED,Lilla Edet,58.1333,12.1333
SELIM,Limhamn,55.5833,12.95
SELIS,Linanas,59.7667,19.1333
SELJP,Ljungsarp,57.5667,13.5833
SELJU,Ljusne,61.2167,17.1333
SELLA,Lulea,65.5833,22.15
SELOD,Loddekopinge,55.7667,13.0167
SELOM,Lomma,51.2,13.3
SELOT,Loten,59.4167,17.5833
SELOU,Loudden/Stockholm,58.9,-2.9
SELUG,Lugnvik,63.2833,18.7333
SELUN,Lovholmen,58.9,-2.9
SELVR,Lovanger,62.5167,15.6167
SELYS,Lysekil,58.2833,11.4333
SEMAD,Mariestad,58.7,13.8167
SEMAN,Marsviken,58.55,16.8333
SEMAV,Marviken,58.55,16.8333
SEMEM,Mem,53.6333,6.9
SEMLE,Molle,56.2833,12.5
SEMLO,Mollosund,51.1833,5.1
SEMMA,Malmo,55.6,13.0
SEMON,Monsteras,57.0333,16.4333
SEMOO,Mo,17.0167,-61.7833
SEMOR,Morbylanga,56.5167,16.3833
SEMRF,Mariefred,59.4833,10.3667
SEMSD,Marstrand,57.8833,13.5833
SEMSK,Musko,58.9667,18.1167
SENAS,Nas,25.0833,-77.35
SENHN,Nyhamn,62.85,6.95
SENOE,Norrtalje,59.75,18.7167
SENOG,Nordmaling,63.6667,19.4167
SENOL,Nol (ports),57.9167,12.0667
SENOT,Norrsundet,60.95,17.1333
SENRK,Norrkoping,58.6,16.1833
SENRR,Norvik,58.9333,17.9667
SENST,Norastrom,62.8667,18.0333
SENYN,Nynashamn,58.9,17.95
SENYO,Nykoping,58.9167,17.1667
SEOBB,Obbola,43.2667,16.65
SEOEN,On,59.4667,17.3833
SEOER,Ornskoldsvik,63.3,18.7167
SEOGR,Oregrund,59.4833,10.3667
SEORT,Ortviken,62.3833,17.35
SEORV,Orviken,62.3833,17.35
SEOSK,Oskarshamn,57.2667,16.4333
SEOST,Ostrand,62.4667,17.3167
SEOTT,Otterbacken,58.95,14.0333
SEOXE,Oxelosund,58.6667,17.1
SEPHM,Pataholm,56.9167,16.4167
SEPIT,Pitea,65.3333,21.5
SERAA,Raa,50.7667,3.8667
SERBY,Ronnebyhamn,56.1833,15.3
SERIN,Ringhals,57.25,12.0833
SERNB,Ronneby,56.2,15.3
SERNG,Ronnang,57.9333,11.5833
SERNH,Ronehamn,57.1667,18.4833
SEROR,Ronnskar,59.4667,17.3833
SEROV,Ronnskarsverken,59.4667,17.3833
SERUV,Rundvik,63.5333,19.4333
SESAE,Sandarne,60.2167,-1.3833
SESAF,Saffle,59.1333,12.9167
SESAK,Sandvik,59.8833,10.5167
SESBN,Saltsjobaden,47.6167,-2.9167
SESDK,Sundsbruk,62.45,17.35
SESDL,Sundsvall,62.3833,17.3
SESDS,Studsvik,58.7667,17.3833
SESEA,Svedala,61.2167,17.15
SESES,Seskaro,55.2667,9.75
SESFT,Skelleftea,64.7667,20.95
SESGM,Skagshamn,63.2167,19.0167
SESGT,Sigtuna,59.6167,17.7167
SESIM,Simrishamn,55.55,14.3333
SESKE,Skelleftehamn,64.6833,21.2333
SESKM,Skarhamn,57.9833,11.55
SESKO,Skoghall,59.3333,13.4333
SESKR,Skredsvik,59.4833,10.3667
SESKT,Skattkarr,59.4167,13.6333
SESLI,Slite,57.7167,18.8
SESMD,Stromstad,58.9333,11.1833
SESMN,Storuman,65.1,17.1
SESMS,Salmis,37.9667,23.4833
SESND,Svanesund,58.1333,11.8333
SESNR,Skanor,55.4167,12.85
SESOE,Sodertalje,59.2,17.6167
SESOG,Soderkoping,-7.3,144.1833
SESOL,Solvesborg,56.05,14.55
SESOR,Soraker,62.5,17.5
SESPP,Simpevarp,57.4167,16.6667
SESPR,Sprangsviken,51.6667,5.05
SESSR,Skutskar,60.6333,17.4167
SESTA,Stocka,61.8833,17.3333
SESTE,Stenungsund,58.75,11.8167
SESTG,Stigtomta,58.8,16.7833
SESTJ,Stavsjo,56.8333,13.8
SESTK,Stockviksverken,62.3333,17.35
SESTO,Stockholm,59.3333,18.05
SESTQ,Strangnas,59.3833,17.0333
SESTR,"Sandvik, Styrso",57.6167,11.7667
SESTU,Stugsund,61.3,17.05
SESTV,Stora Vika,58.9333,17.8
SESUD,Stocksund,69.0167,15.1333
SESUN,Sund,-20.25,149.0167
SESUR,Surte,57.8167,12.0167
SESUS,Storugns,57.75,18.8167
SETHN,Trollhattan,58.2667,12.3
SETOA,Torshalla,59.4167,16.45
SETOE,Tore,65.9,22.65
SETOV,Torekov,59.4833,10.3667
SETRG,Trelleborg,55.3667,13.1667
SETSL,Traslovslage,57.05,12.2667
SETTD,Tomtbod,57.1833,18.5333
SETUN,Tunadal,62.4,17.3667
SEUDD,Uddevalla,58.3667,11.9333
SEULF,Ulfvik,60.5667,6.9167
SEUME,Umea,63.8333,20.25
SEUND,Underas,59.2667,17.5333
SEUPP,Uppsala,59.8667,17.6333
SEVAA,Valberg,59.4,13.1667
SEVAL,Vallvik,61.1833,17.1833
SEVAN,Vanersborg,58.3667,12.3167
SEVBY,Visby,57.6333,18.3
SEVER,Verkeback,58.2667,-6.3167
SEVGN,Vargon,58.3667,12.3667
SEVGO,Vrango,57.5667,11.7833
SEVRB,Varby,59.25,17.8667
SEVST,Vasteras,59.6167,16.55
SEVVK,Vastervik,57.75,16.6333
SEVXH,Vaxholm,59.4,18.3333
SEWAL,Wallhamn,58.0167,11.7
SEYST,Ystad,55.4167,13.8167
SGAYC,Pulau Ayer Chawan,1.2667,103.7
SGCHG,Changi,1.35,103.9833
SGJUR,Jurong,1.3333,103.7
SGKEP,Keppel,1.2667,103.8333
SGPAP,Pasir Panjang,1.2667,103.7833
SGPPT,PASIR PANJANG Terminal,1.2833,103.7667
SGPUB,Pulau Bukom,1.2333,103.7667
SGSCT,Singapore Container Terminal,1.2833,103.85
SGSEB,Pulau Sebarok,1.2,103.8
SGSEM,Sembawang,1.45,103.8167
SGSIN,Singapore,1.2833,103.85
SGSLT,Seletar,1.4,103.8667
SGTPG,Tanjong Pagar,1.2667,103.85
SGTPN,Tanjong Penjuru,1.3167,103.7333
SGTUA,Tuas,1.3167,103.65
SHASC,Ascension,-7.95,-14.35
SHASI,Georgetown,13.2667,-61.1167
SHRPT,Rupert's Bay,-15.9167,-5.7
SHSHN,Jamestown,69.0167,15.1333
SHTDC,Tristan da Cunha,44.2667,14.7667
SIDBO,Dobrovo,45.9833,133.25
SIJAR,Jarenina,59.4833,10.3667
SIJCE,Jesenice,46.4167,14.0667
SIKOP,Koper,59.2833,5.3
SILU6,Trojane,46.1833,14.8667
SIPIR,Piran,-2.7333,-58.0333
SIPOW,Portoroz,41.15,-8.6167
SIROG,Rogasovci,46.8,16.0333
SIS8L,Selca,46.2167,14.2
SISEC,Secovlje,45.4667,13.6167
SISLV,Lukovica pri Domzalah,46.1667,-144.3333
SISML,Mala Nedelja,46.5167,16.05
SITOL,Tolmin,46.1667,13.7167
SIVB9,Vremski Britof,45.65,14.0167
SIVOJ,Vojnik,46.2833,15.3
SIVRA,Vransko,46.2333,14.95
SIVUH,Vuhred,46.5833,15.2333
SIXZA,Zgornji Jakobski Dol,46.6333,15.75
SIZ35,Zgornji Leskovec,46.3167,15.9333
SIZ42,Zagorje ob Savi,46.1333,15.0
SIZ95,Zgornje Jezersko,46.3833,14.4667
SIZAB,Zabnica,46.1833,14.3167
SIZAG,Zagradec,45.85,14.8333
SIZAV,Zavrc,46.3833,16.0333
SIZBU,Zabukovje nad Sevnico,46.05,15.3667
SIZDO,Zdole,45.9667,15.5333
SIZET,Zetale,46.2667,15.7833
SIZGB,Zgornja Besnica,46.2667,14.2833
SIZGK,Zgornja Korena,46.5167,15.75
SIZGL,Zgornja Loznica,46.3333,15.65
SIZGP,Zgornja Polskava,46.4167,15.6
SIZGV,Zgornja Velka,46.6667,15.7667
SIZID,Zidani Most,46.0833,15.1667
SIZIR,Zirovnica,46.4,14.1333
SIZUZ,Zuzemberk,45.8333,14.9167
SJBAR,Barentsburg,78.0667,14.2
SJLYR,Longyearbyen,78.2167,15.6333
SJNYA,Ny-Alesund,78.9333,11.95
SJSVE,Sveagruva,77.85,16.65
SKDF4,Spissky Stiavnik,49.0,20.3667
SKDVO,Dvorniky,48.6,20.8333
SKDXZ,Valaska,48.8167,19.5833
SKFD3,Krasno,48.6,18.3167
SKGLT,Galanta,48.2,17.7167
SKHIL,Mojmirovce,48.2167,18.0667
SKK87,Sady nad Torysou,48.7,21.3333
SKKAO,Kolarovo,47.9,17.9833
SKKVE,Kvetoslavov,48.05,17.35
SKMAT,Martovce,47.85,18.1167
SKMOD,Modra,48.3333,17.3167
SKPLB,Praha,48.3667,19.5167
SKPOP,Poprad,49.05,20.3
SKSLK,Siladice,48.3667,17.75
SKTBE,Trencianske Bohuslavice,57.85,12.0
SKTEP,Teplicka nad Vahom,49.2333,18.8
SKTLM,Tlmace,48.2833,18.5333
SKTNA,Trnava,48.3667,17.5833
SKTUT,Turcianske Teplice,48.8667,18.8667
SKVZK,Vel'ke Zlievce,48.2,19.45
SKXCV,Mala Trna,48.45,21.6833
SKXXX,RIS Inland waterways,-38.0,145.1167
SKZIA,Ziar nad Hronom,48.5833,18.8667
SLBTE,Bonthe,59.4667,17.3833
SLFNA,Freetown,59.4833,10.3667
SLKSY,Kissy,8.4667,-13.1833
SMAQ8,Gualdicciolo,43.95,12.4
SNDKR,Dakar,8.9333,76.5333
SNXLS,Saint Louis,16.0333,-16.5
SOELM,El Maan,2.1667,45.6
SOGHR,Giohar,2.7667,45.5167
SOGRC,Garacad,6.9333,49.3167
SOKMU,Kismayu,49.05,4.0
SRAGI,Wageningen,44.2,0.6167
SRICK,Nieuw Nickerie,40.05,-105.05
SRLLW,Lelydorp,5.7,-55.2333
SRMOJ,Moengo,50.7667,3.4
SRPBM,Paramaribo,50.35,-4.7167
SRPRM,Paranam,-31.7333,-60.5333
STSAA,Santo Antonio,-33.6,-71.6
STTMS,Sao Tome Island,-36.6,-72.95
SVAPO,Apopa,13.8,-89.1667
SVBEL,Belfast,54.9833,-5.9167
SVLLD,La Libertad,13.4833,-89.3167
SVLUN,La Union,59.4667,17.3833
SVMAN,El Manzanillo,19.7,-71.75
SVMIR,Miramar,38.95,-0.0
SVNCU,Nuevo Cuscatlan,13.6333,-89.25
SVSAL,San Salvador,-24.1833,-65.3
SVSSO,Armenia,13.7333,89.4833
SVTUE,Moncagua,59.4667,17.3833
SXGES,Gallis Bay,18.0167,-63.0667
SXMAR,Marigot,18.0667,-63.0667
SXPHI,Philipsburg,18.0167,-63.0333
SXSXM,Sint-Maarten Apt,18.05,-63.1167
SYALD,Al Ladhiqiyah,35.5167,35.7833
SYARW,Arwad,34.85,35.85
SYBAN,Baniyas,35.1833,35.95
SYBEN,Banghazi,32.1167,20.0667
SYDAM,Damascus (Damas),35.3667,-92.4
SYLTK,Latakia,35.5167,35.7833
SYTAO,Tartus Oil Terminal,34.9667,35.8833
SYTTS,Tartus,34.9,35.9
SZ7DS,Sidvokodvo,-26.6167,31.45
SZMAL,Malkerns,-26.5667,31.1833
SZNHL,Nhlangano,-27.1167,31.2
TC9CB,Cockburn Harbour,21.4833,-71.5333
TCNCA,North Caicos,60.1667,5.4667
TCSLX,Salt Cay,49.05,4.0
TCXSC,South Caicos,60.1667,5.4667
TFPFR,Port-aux-Francais,-49.3333,70.2167
TGANE,Aneho,6.2333,1.6
TGLFW,Lome,-0.2833,-90.55
THBAI,Bangpoomai,13.5333,100.6667
THBEN,Benchamas,10.5167,101.3167
